,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
25,0.8333333,-0.1875,-0.14285715,0.0,-0.25,0.0,-0.5,2.0,0.0,-1.0,1.0,-0.5,0.0,0.0,0.0,0.10344826,0.5931855,-1.2272729,0.002227143,0.40370116
26,0.8333333,-0.5625,-0.14285715,0.0,-0.5,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,-0.5625,1.0,0.0,0.75,1.0,-0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,-1.5,-0.5625,0.71428573,1.0,0.0,0.0,-0.5,0.0,-1.0,0.5,-1.0,-0.5,0.0,0.0,0.0,-0.41379312,-1.0,-1.2727276,-0.23246105,0.052228615
29,1.0,-0.75,-0.14285715,1.0,0.0,0.0,-0.5,0.0,-1.0,1.0,0.5,-0.5,0.0,2.0,-1.0,-0.75862074,0.76447076,-2.977274,-1.0785079,-2.4744303
30,-1.6666666,-0.5625,0.2857143,0.0,0.75,0.0,-0.5,0.0,-1.0,1.0,0.5,0.0,0.0,0.0,0.0,-1.5517242,-1.9685025,2.1590924,-1.1453229,-1.8879237
31,0.16666667,0.375,-0.2857143,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00055675255,0.0
32,-1.6666666,1.0625,0.2857143,0.0,0.75,1.0,-0.5,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
33,0.8333333,-0.125,0.14285715,0.0,0.0,0.0,0.5,2.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00055675255,0.0
34,-0.16666667,0.9375,-0.2857143,-1.0,0.75,0.0,-0.5,0.0,-1.0,-2.0,1.0,2.5,-993.0,2.0,1.0,-1.4137931,-1.6133446,0.772728,-1.1528397,-1.8226353
35,-1.6666666,0.375,0.71428573,0.0,-0.5,0.0,0.5,0.0,-1.0,-2.5,-0.5,0.0,0.0,0.0,0.0,0.10344826,-0.69269353,0.06818255,0.029788386,0.40370116
36,0.0,-0.75,-0.2857143,0.0,0.75,0.0,-0.5,2.0,-1.0,-1.5,-1.0,0.0,0.0,0.0,0.0,0.10344826,-0.09572219,-1.4318187,0.02951001,0.40370116
37,0.0,-0.4375,-0.2857143,0.0,0.75,0.0,0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0011136378,0.0
38,0.8333333,1.0625,0.42857143,0.0,-0.75,0.0,0.5,0.0,-1.0,0.5,-1.0,0.0,0.0,0.0,0.0,-0.41379312,-1.0,-1.2727276,-0.23246105,0.052228615
39,0.8333333,0.875,-0.14285715,0.0,-0.75,1.0,-0.5,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
40,0.6666667,-0.3125,0.14285715,-1.0,0.0,0.0,-0.5,0.0,0.0,0.0,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.002227143,0.0
41,0.8333333,0.4375,-0.14285715,0.0,-0.25,0.0,-0.5,0.0,-1.0,-2.5,1.0,0.0,0.0,0.0,0.0,0.10344826,-0.69269353,0.06818255,0.030902024,0.40370116
42,-1.6666666,0.875,0.2857143,0.0,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.00027837628,0.0
43,0.0,-0.625,-0.2857143,0.0,0.5,0.0,0.5,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.10344826,0.5931855,-1.2272729,0.02867488,0.40370116
44,-1.8333334,0.5,0.71428573,-1.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
45,0.8333333,-0.375,-0.14285715,0.0,0.5,0.0,0.5,0.0,0.0,-1.0,-1.0,4.5,0.0,0.0,0.0,0.10344826,0.5931855,-1.2272729,0.030902024,0.40370116
46,-1.6666666,-0.1875,0.71428573,0.0,0.0,0.0,-0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00027837628,0.0
47,-1.8333334,0.5625,0.71428573,-1.0,0.0,1.0,0.5,2.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00055675255,0.0
48,0.0,-0.5625,1.0,0.0,0.5,0.0,-0.5,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
49,0.0,0.625,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,-1.5,-0.625,0.71428573,1.0,1.0,0.0,0.5,0.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.30856523,0.40909183,-1.16843,-1.9836779
51,0.16666667,-0.875,-0.2857143,1.0,0.0,0.0,-0.5,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0011136378,0.0
52,-1.6666666,-0.125,0.2857143,0.0,0.75,0.0,-0.5,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008352616,0.0
53,0.8333333,0.9375,-0.14285715,0.0,-0.25,1.0,-0.5,2.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00055675255,0.0
54,0.16666667,-0.5625,0.5714286,1.0,0.75,0.0,0.5,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
55,0.16666667,-0.0625,0.5714286,1.0,0.75,0.0,-0.5,0.0,0.0,0.0,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0008352616,0.0
56,0.8333333,2.0,0.42857143,0.0,-0.75,1.0,0.0,1.0,-1.0,-2.5,0.5,-0.5,0.0,0.0,0.0,-1.3793104,-2.258177,1.1363647,-1.1127506,-1.249183
57,-0.16666667,0.25,-0.2857143,-1.0,0.0,0.0,0.5,0.0,-1.0,-3.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.1574295,-2.4318187,-0.95239425,-1.0
58,0.8333333,0.1875,-0.14285715,0.0,-0.5,1.0,-0.5,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
59,0.0,1.3125,-0.2857143,0.0,0.75,0.0,0.5,0.0,-1.0,0.0,-0.5,0.0,-988.0,1.0,1.0,-1.0,-1.3866458,-2.2272737,-0.97494435,-1.0
60,-1.6666666,0.375,0.2857143,0.0,0.5,0.0,-0.5,0.0,-1.0,0.5,0.0,-0.5,0.0,0.0,0.0,-0.41379312,-1.0,-1.2727276,-0.21714915,0.052228615
61,0.16666667,-0.625,-0.2857143,1.0,0.0,0.0,-0.5,0.0,-1.0,-1.5,-1.0,-0.5,0.0,0.0,0.0,-1.3793104,-1.9206414,0.63636464,-1.0570713,-1.249183
62,0.8333333,0.25,-0.14285715,0.0,-0.5,0.0,0.5,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
63,-0.16666667,-0.1875,-0.2857143,-1.0,0.75,0.0,-0.5,2.0,-1.0,-2.5,1.0,0.0,-993.0,2.0,1.0,-1.3793104,-2.258177,1.1363647,-1.1071827,-1.249183
64,-1.6666666,0.625,0.71428573,0.0,-0.75,1.0,-0.5,0.0,-1.0,-2.5,-0.5,0.0,0.0,0.0,0.0,0.10344826,-0.69269353,0.06818255,0.029788386,0.40370116
65,-1.6666666,0.125,0.2857143,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
66,-1.6666666,0.1875,0.71428573,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0008352616,0.0
67,0.8333333,0.3125,-0.14285715,0.0,-0.75,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.375,1.0,0.0,-0.25,0.0,-0.5,2.0,-1.0,0.0,-1.0,-0.5,0.0,0.0,0.0,-1.0,-1.3866458,-2.2272737,-0.98635864,-1.0
69,-1.5,-0.4375,0.71428573,1.0,1.0,1.0,-0.5,0.0,-1.0,-1.5,0.5,-0.5,0.0,0.0,0.0,0.10344826,-0.09572219,-1.4318187,0.029231632,0.40370116
70,0.0,-0.75,1.0,0.0,0.5,0.0,-0.5,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.3866458,-2.2272737,-0.98246104,-1.0
71,0.0,-0.6875,0.0,0.0,-0.25,0.0,-0.5,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
72,-1.6666666,0.375,0.2857143,0.0,0.75,0.0,-0.5,0.0,0.0,0.0,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0008352616,0.0
73,-3.3,0.375,1.1428572,0.0,0.5,1.0,-0.5,0.0,-1.0,1.5,0.0,-0.5,0.0,0.0,0.0,-0.75862074,0.25817704,-0.24999978,-1.1071827,-2.4744303
74,-3.2833333,-0.8125,0.85714287,1.0,0.0,0.0,0.5,0.0,-1.0,-2.5,-1.0,0.0,-993.0,2.0,-1.0,-1.3793104,-2.258177,1.1363647,-1.1222161,-1.249183
75,0.8333333,0.375,-0.14285715,0.0,1.0,0.0,0.5,0.0,-1.0,-3.0,0.0,-0.5,0.0,1.0,-1.0,-1.0,-1.1574295,-2.4318187,-0.9593542,-1.0
76,0.0,0.0625,-0.2857143,0.0,0.75,1.0,0.5,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
77,-3.3,-0.375,1.1428572,0.0,0.75,0.0,0.5,0.0,-1.0,-1.0,-0.5,0.5,0.0,0.0,0.0,-1.3793104,-1.2984856,-1.0,-1.0011137,-1.249183
78,0.8333333,0.9375,0.14285715,0.0,-0.75,1.0,0.5,0.0,-1.0,-2.5,1.0,0.5,0.0,0.0,0.0,0.10344826,-0.69269353,0.06818255,0.030066894,0.40370116
79,1.0,-0.125,-0.14285715,1.0,-0.25,1.0,0.5,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.8333333,0.125,-0.14285715,0.0,-0.25,1.0,-0.5,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00055675255,0.0
81,0.0,0.375,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
82,0.0,-0.375,0.5714286,0.0,0.75,0.0,0.5,0.0,-1.0,-3.0,0.0,-0.5,0.0,0.0,0.0,-1.0,-1.1574295,-2.4318187,-0.95239425,-1.0
83,-2.0,-0.125,0.2857143,2.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011136378,0.0
84,-1.6666666,-0.1875,0.71428573,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
85,0.8333333,0.9375,0.14285715,0.0,-0.75,0.0,-0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
86,0.8333333,0.125,-0.14285715,0.0,-0.25,0.0,0.5,0.0,-1.0,0.0,0.5,-0.5,0.0,0.0,0.0,-1.0,-1.3866458,-2.2272737,-0.99944323,-1.0
87,1.0,-0.1875,-0.14285715,1.0,-0.5,1.0,0.5,0.0,0.0,-1.5,-0.5,-0.5,0.0,0.0,0.0,0.10344826,-0.09572219,-1.4318187,0.028953256,0.40370116
88,0.16666667,-0.1875,-0.2857143,1.0,0.75,0.0,-0.5,2.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,-0.1875,1.0,0.0,0.75,0.0,-0.5,2.0,-1.0,0.0,-0.5,0.0,0.0,1.0,-1.0,-1.0,-1.3866458,-2.2272737,-0.97494435,-1.0
90,0.0,0.625,0.5714286,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,1.0,0.625,-0.14285715,1.0,-0.5,1.0,0.5,0.0,-1.0,-1.5,0.0,0.5,0.0,0.0,0.0,0.10344826,-0.09572219,-1.4318187,0.028396504,0.40370116
92,-1.6666666,0.5625,0.71428573,0.0,0.0,0.0,0.5,0.0,-1.0,-2.5,1.0,0.0,0.0,0.0,0.0,0.10344826,-0.69269353,0.06818255,0.030066894,0.40370116
93,-1.6666666,0.3125,0.71428573,0.0,0.0,0.0,0.5,2.0,-1.0,0.0,-0.5,-0.5,0.0,1.0,-1.0,-1.0,-1.3866458,-2.2272737,-1.0000001,-1.0
94,1.0,0.3125,-0.14285715,1.0,-0.75,0.0,0.5,0.0,-1.0,-0.5,0.5,0.0,0.0,0.0,0.0,-1.0,-1.4496118,-3.0909104,-0.9315145,-1.0
95,0.8333333,-0.4375,-0.14285715,0.0,-0.25,0.0,-0.5,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008352616,0.0
96,0.8333333,3.3125,0.42857143,0.0,1.0,0.0,-0.5,2.0,-1.0,-2.5,1.0,-0.5,-996.0,4.0,1.0,-0.96551734,0.041557766,-0.4318179,-1.1005012,-2.169751
97,-1.6666666,-0.5,0.2857143,0.0,0.75,0.0,0.5,0.0,-1.0,-1.5,-0.5,0.5,0.0,0.0,0.0,0.10344826,-0.09572219,-1.4318187,0.02951001,0.40370116
98,0.6666667,0.3125,-0.14285715,-1.0,-0.75,1.0,0.5,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.8333333,0.5,-0.14285715,0.0,-0.5,1.0,0.5,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002227143,0.0
100,0.16666667,-0.125,1.0,1.0,0.75,0.0,0.5,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.8333333,0.125,0.14285715,0.0,0.75,1.0,-0.5,0.0,0.0,0.0,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0008352616,0.0
102,0.8333333,-0.4375,0.14285715,0.0,-0.75,0.0,-0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0011136378,0.0
103,-1.5,0.9375,0.2857143,1.0,-0.25,0.0,0.5,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
104,0.0,-0.125,0.0,0.0,0.75,0.0,-0.5,0.0,-1.0,0.5,0.5,-0.5,0.0,0.0,0.0,-0.41379312,-1.0,-1.2727276,-0.19571273,0.052228615
105,0.8333333,-0.75,0.14285715,0.0,0.0,0.0,0.5,0.0,-1.0,-0.5,-1.0,-0.5,0.0,0.0,0.0,-1.0,-1.4496118,-3.0909104,-0.9256682,-1.0
106,-0.16666667,-0.5625,1.0,-1.0,0.5,0.0,-0.5,2.0,-1.0,-1.5,1.0,-0.5,0.0,0.0,0.0,0.10344826,-0.09572219,-1.4318187,0.029788386,0.40370116
107,0.8333333,0.1875,-0.14285715,0.0,-0.75,0.0,-0.5,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.8333333,1.125,-0.14285715,0.0,0.5,1.0,0.5,0.0,-1.0,-1.5,-0.5,1.0,0.0,0.0,0.0,0.10344826,-0.09572219,-1.4318187,0.028953256,0.40370116
109,0.6666667,0.25,-0.14285715,-1.0,-0.75,1.0,0.5,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002227143,0.0
110,0.0,-0.3125,1.0,0.0,-0.25,0.0,0.5,0.0,-1.0,-3.0,-0.5,0.0,0.0,0.0,0.0,-1.0,-1.1574295,-2.4318187,-0.96074617,-1.0
111,0.0,-0.6875,-0.2857143,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,1.0,-0.5,0.0,0.0,0.0,-1.0,-1.3866458,-2.2272737,-0.9952673,-1.0
112,0.8333333,1.3125,0.42857143,0.0,0.0,0.0,-0.5,0.0,-1.0,-2.0,0.0,-0.5,0.0,0.0,0.0,-1.4137931,-1.6133446,0.772728,-1.1514477,-1.8226353
113,-0.16666667,1.1875,-0.2857143,-1.0,0.75,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.16666667,0.0625,-0.2857143,1.0,0.75,0.0,-0.5,0.0,0.0,-1.0,-0.5,0.0,0.0,0.0,0.0,0.10344826,0.5931855,-1.2272729,0.028396504,0.40370116
115,1.0,-0.3125,-0.14285715,1.0,1.0,0.0,-0.5,2.0,-1.0,-1.5,-1.0,-0.5,0.0,0.0,0.0,0.10344826,-0.09572219,-1.4318187,0.02951001,0.40370116
116,0.8333333,0.75,-0.14285715,0.0,-0.5,0.0,0.0,1.0,-1.0,0.0,0.5,0.0,0.0,0.0,0.0,-1.0,-1.3866458,-2.2272737,-0.97772837,-1.0
117,0.0,-0.4375,1.0,0.0,0.5,0.0,-0.5,2.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00055675255,0.0
118,0.8333333,1.0625,-0.14285715,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00055675255,0.0
119,-3.2833333,-0.9375,1.2857143,1.0,0.75,0.0,-0.5,0.0,-1.0,-1.0,0.5,-0.5,-996.0,2.0,1.0,-1.3793104,-1.2984856,-1.0,-1.0005568,-1.249183
120,0.8333333,0.0,-0.14285715,0.0,-0.5,0.0,0.5,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
121,0.0,-0.75,-0.2857143,0.0,0.75,0.0,0.5,0.0,-1.0,1.5,0.5,0.0,-993.0,2.0,-1.0,-1.5517242,-2.0339956,1.5000013,-1.137528,-1.8879237
122,-1.5,-0.9375,0.71428573,1.0,0.0,0.0,0.5,0.0,-1.0,-1.5,0.0,-0.5,-988.0,2.0,1.0,-0.96551734,0.27832654,-0.88636357,-1.1057907,-2.169751
123,0.0,0.1875,-0.2857143,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.16666667,-0.75,-0.2857143,1.0,0.75,0.0,-0.5,0.0,-1.0,-3.0,0.0,-0.5,0.0,0.0,0.0,-1.0,-1.1574295,-2.4318187,-0.971882,-1.0
125,0.6666667,-0.3125,-0.14285715,-1.0,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.10344826,0.5931855,-1.2272729,0.0027840282,0.40370116
126,0.8333333,0.25,-0.14285715,0.0,-0.75,1.0,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.8333333,0.3125,-0.14285715,0.0,-0.5,1.0,-0.5,2.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.00027837628,0.0
128,0.0,-0.5,-0.2857143,0.0,0.5,0.0,-0.5,0.0,-1.0,-0.5,-0.5,0.0,0.0,0.0,0.0,-1.0,-0.78714734,0.36363706,-1.172049,-1.9836779
129,0.8333333,0.75,0.42857143,0.0,-0.25,0.0,0.5,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.875,1.0,0.0,0.5,0.0,-0.5,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,-1.8333334,0.625,0.2857143,-1.0,0.0,1.0,0.5,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
132,-3.3,1.3125,1.1428572,0.0,-0.75,0.0,-0.5,0.0,-1.0,0.5,0.0,0.0,-993.0,1.0,1.0,-1.5517242,-1.6939427,1.4318192,-1.1531181,-1.8879237
133,0.16666667,-0.3125,-0.2857143,1.0,0.75,0.0,-0.5,0.0,0.0,-0.5,0.5,-0.5,-996.0,1.0,1.0,-1.0,-0.78714734,0.36363706,-1.1703787,-1.9836779
134,1.0,-0.5,-0.14285715,1.0,-0.25,0.0,-0.5,0.0,-1.0,0.0,0.0,-0.5,0.0,1.0,-1.0,-1.0,-1.3866458,-2.2272737,-0.99944323,-1.0
135,0.8333333,1.3125,-0.14285715,0.0,0.5,0.0,0.5,0.0,-1.0,-3.0,1.0,-0.5,0.0,0.0,0.0,-1.0,-1.1574295,-2.4318187,-0.96074617,-1.0
136,1.0,-0.0625,-0.14285715,1.0,0.75,0.0,-0.5,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0008352616,0.0
137,0.8333333,0.0,-0.14285715,0.0,-0.75,1.0,0.5,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00055675255,0.0
138,0.16666667,-0.125,1.0,1.0,0.5,0.0,0.5,0.0,-1.0,0.5,1.0,-0.5,0.0,0.0,0.0,-0.75862074,0.97353756,-3.2727284,-1.0612472,-2.4744303
139,-1.8333334,-0.5625,0.71428573,-1.0,-0.25,0.0,-0.5,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
140,0.0,0.5625,-0.2857143,0.0,0.0,0.0,0.5,0.0,-1.0,-1.5,0.0,-0.5,0.0,0.0,0.0,0.10344826,-0.09572219,-1.4318187,0.02951001,0.40370116
141,1.0,-0.375,-0.14285715,1.0,-0.75,0.0,0.5,2.0,-1.0,-3.0,0.0,-0.5,0.0,0.0,0.0,-1.0,-1.1574295,-2.4318187,-0.971882,-1.0
142,0.6666667,0.5,-0.14285715,-1.0,-0.75,0.0,-0.5,2.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027837628,0.0
143,-1.5,0.625,0.71428573,1.0,-0.75,1.0,-0.5,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00055675255,0.0
